id,dishes[0],dishes[1],dishes[2],dishes[3],dishes[4],dishes[5],dishes[6],dishes[7],dishes[8],dishes[9],dishes[10],dishes[11],dishes[12],dishes[13],dishes[14],dishes[15],dishes[16],dishes[17],dishes[18],dishes[19],dishes[20],dishes[21],dishes[22],dishes[23],dishes[24],dishes[25],dishes[26],dishes[27],dishes[28],dishes[29],dishes[30],dishes[31],dishes[32],dishes[33],dishes[34],dishes[35],dishes[36],dishes[37],dishes[38],dishes[39],dishes[40],dishes[41],dishes[42],dishes[43],dishes[44],dishes[45],dishes[46],dishes[47],dishes[48],dishes[49],dishes[50],dishes[51],dishes[52],dishes[53],dishes[54],dishes[55],dishes[56],dishes[57],dishes[58],dishes[59],dishes[60],dishes[61],dishes[62],dishes[63],dishes[64],dishes[65],dishes[66],dishes[67],dishes[68],dishes[69],dishes[70],dishes[71],dishes[72],dishes[73],dishes[74],dishes[75],dishes[76],dishes[77],dishes[78],dishes[79],dishes[80],dishes[81],dishes[82],dishes[83],dishes[84],dishes[85],dishes[86],dishes[87],dishes[88],dishes[89],dishes[90],dishes[91],dishes[92],dishes[93],dishes[94],dishes[95],dishes[96],dishes[97],dishes[98],dishes[99],prices[0],prices[1],prices[2],prices[3],prices[4],prices[5],prices[6],prices[7],prices[8],prices[9],prices[10],prices[11],prices[12],prices[13],prices[14],prices[15],prices[16],prices[17],prices[18],prices[19],prices[20],prices[21],prices[22],prices[23],prices[24],prices[25],prices[26],prices[27],prices[28],prices[29],prices[30],prices[31],prices[32],prices[33],prices[34],prices[35],prices[36],prices[37],prices[38],prices[39],prices[40],prices[41],prices[42],prices[43],prices[44],prices[45],prices[46],prices[47],prices[48],prices[49],prices[50],prices[51],prices[52],prices[53],prices[54],prices[55],prices[56],prices[57],prices[58],prices[59],prices[60],prices[61],prices[62],prices[63],prices[64],prices[65],prices[66],prices[67],prices[68],prices[69],prices[70],prices[71],prices[72],prices[73],prices[74],prices[75],prices[76],prices[77],prices[78],prices[79],prices[80],prices[81],prices[82],prices[83],prices[84],prices[85],prices[86],prices[87],prices[88],prices[89],prices[90],prices[91],prices[92],prices[93],prices[94],prices[95],prices[96],prices[97],prices[98],prices[99]
176,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,176,39,64,124,173,180,171,160,108,37,174,31,129,39,118,75,76,56,60,16,192,192,17,138,73,14,190,21,122,122,64,173,87,30,173,40,192,120,71,162,135,75,3,72,74,92,97,124,130,90,138,176,62,140,157,138,164,79,172,190,30,54,8,153,48,193,57,66,90,6,177,199,127,57,100,176,104,171,84,102,137,140,156,140,24,142,91,98,124,107,37,27,199,112,62,68,114,50,72,52
177,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,191,133,71,6,22,45,23,30,46,71,155,115,46,72,30,130,82,156,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,86,116,108,116,93,115,83,108,74,134,183,69,108,10,114,30,93,13,67,83,33,74,30,132,30,77,111,13,94,6,151,156,89,110,175,33,109,15,37,52,115,103,134,177,161,50,185,112,6,134,39,109,97,6,129,59,76,86,73,74,107,88,61,44,84,197,115,164,198,56,151,102,149,1,172,3,16,131,129,54,176,22,11,123,133,45,87,41,77,15,83,164,59,119,157,158,141,100,155,92
179,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,95,139,130,23,29,70,186,30,144,6,125,166,38,126,44,88,151,86,31,105,176,11,97,158,6,168,19,67,41,147,38,79,57,163,68,149,35,145,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,187,51,123,131,192,8,154,28,145,186,166,37,59,54,7,97,185,161,6,194,58,22,37,65,18,92,82,61,127,95,62,17,100,29,134,53,26,56,118,122,27,94,74,180,1,84,178,161,175,42,32,141,91,174,176,58,20,117,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,91,102,93,113,176,20,116,189,21,91,73,94,12,75,36,10,8,17,144,138,40,36,47,151,38,105,45,162,22,72,47,163,197,151,91,58,122,135,180,129,161,73,12,25,32,92,183,106,199,129,93,39,38,63,46,112,59,192,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,,,,,,,,,,,,,,,,,,,,,110,18,25,114,171,40,144,181,52,144,121,132,40,154,91,68,147,35,107,109,25,153,157,34,137,53,78,49,57,89,82,15,177,48,13,55,101,91,154,64,91,105,137,166,144,191,169,153,77,170,28,143,67,107,46,173,24,101,29,195,66,73,55,159,120,128,32,66,161,78,4,94,6,151,183,133,194,197,191,171,,,,,,,,,,,,,,,,,,,,
183,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,16,181,95,41,76,158,25,18,24,163,41,112,116,78,162,193,53,82,125,24,197,109,193,171,12,49,159,107,64,157,71,40,14,122,196,184,96,193,42,145,6,166,102,59,67,56,87,40,24,49,112,62,142,189,142,112,105,49,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,110,25,191,41,83,51,76,59,31,53,147,42,154,13,33,172,187,64,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,36,187,84,14,179,43,53,89,195,41,11,41,198,197,52,16,34,94,106,195,89,85,114,60,120,130,156,118,186,66,93,85,174,128,137,88,22,138,8,68,200,24,150,57,55,57,16,1,4,164,142,101,87,87,89,56,37,112,35,193,34,188,163,87,182,153,121,70,70,91,73,66,125,158,59,167,67,100,73,90,171,29,93,55,173,93,148,26,92,145,109,24,76,198,116,5,178,125,106,115
186,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,,,,,,,,,,,,,,,,,,,,,165,171,9,7,91,84,61,155,193,24,52,152,108,188,55,52,75,167,154,162,128,137,3,110,185,123,64,190,142,5,103,34,157,18,16,31,145,107,167,148,11,1,74,31,80,44,127,133,21,167,97,145,30,142,10,118,142,43,153,28,190,23,170,147,23,36,89,148,85,83,64,169,132,84,190,177,88,39,28,107,,,,,,,,,,,,,,,,,,,,
187,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,65,73,6,170,17,194,139,183,73,19,177,10,67,51,52,187,73,77,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,110,81,117,163,79,136,23,18,81,22,64,161,92,151,103,83,149,20,52,115,54,150,171,46,147,91,99,23,20,93,15,160,2,118,112,184,13,83,139,193,71,162,84,19,38,176,193,138,113,172,182,40,54,14,129,157,181,108,123,136,187,10,21,162,68,150,11,82,109,107,145,172,50,5,94,192,19,92,69,132,22,3,15,91,69,175,56,1,125,141,67,16,44,136,40,12,17,95,97,173
189,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,,,,,,,,,,,,,,,,,,,,,137,28,79,154,88,94,149,107,19,87,33,59,177,109,181,179,186,140,56,168,150,115,76,23,106,99,79,187,142,155,95,185,129,157,177,24,148,80,174,188,112,93,172,64,48,7,95,39,72,198,145,135,158,80,144,175,142,86,170,47,128,191,31,20,120,26,4,32,45,65,89,92,75,60,46,158,54,32,69,135,,,,,,,,,,,,,,,,,,,,
190,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,41,158,152,78,149,31,78,190,19,63,98,15,160,200,74,91,43,9,193,34,158,62,98,11,169,43,141,91,142,189,163,118,89,155,69,66,95,163,90,183,175,37,20,4,56,162,195,192,199,88,39,20,149,116,75,111,13,141,189,69,109,135,31,6,114,118,90,118,181,24,146,143,11,170,178,5,56,133,62,45,44,114,61,118,49,162,86,99,154,23,129,84,180,103,76,154,62,100,146,6
191,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,29,195,107,160,135,104,71,79,9,49,163,143,98,182,52,7,129,153,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,133,121,4,55,195,108,94,1,99,2,193,182,94,27,9,60,106,135,164,56,80,187,103,185,75,161,138,67,97,146,35,87,99,160,125,20,52,155,1,200,77,4,109,59,87,63,19,30,174,18,145,45,183,28,139,30,82,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,177,158,61,25,177,150,15,13,65,8,125,186,57,180,51,109,27,108,3,67,170,118,163,62,153,90,189,61,25,103,82,25,187,62,121,99,18,34,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,81,57,83,7,91,169,174,77,75,135,172,93,197,164,191,8,58,171,14,6,5,65,119,112,121,62,197,88,88,53,60,145,148,41,50,37,67,140,129,94,44,10,123,67,117,200,98,44,28,156,162,19,83,125,55,61,189,188,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
